599616037157007762,19,134,-994,0,0
599616037333279740,-11,273,-1018,0,0
599616037509521180,-7,236,-927,0,0
599616037685793158,-9,204,-952,0,0
599616037862187202,-27,204,-993,0,0
599616038038550714,-6,196,-977,0,0
599616038214914236,15,178,-968,0,0
599616038391277758,40,191,-974,0,0
599616038567580260,5,206,-1007,0,0
599616038743852218,29,192,-991,0,0
599616038920276790,155,558,-609,0,0
599616039096823424,-37,144,-1048,98,0
599616039273339526,137,-32,-1013,98,0
599616039449825110,117,170,-868,98,0
599616039626249684,39,-15,-1016,98,0
599616039802704734,97,-16,-956,98,0
599616039979190338,34,156,-993,98,0
599616040155675932,31,95,-932,97,0
599616040332161526,20,47,-972,97,0
599616040508525044,138,-84,-1022,97,0
599616040684858074,217,-128,-977,97,0
599616040861160550,281,-188,-963,97,0
599616041037463036,329,-172,-922,97,0
599616041213826542,359,-136,-911,97,0
599616041390129044,367,-124,-798,97,0
599616041566492550,231,-146,-1139,97,0
599616041742886600,-39,-22,-1162,97,0
599616041919158564,-10,-18,-907,97,0
599616042095430532,-80,-10,-1000,97,0
599616042271671972,-11,-52,-1018,97,0
599616042447913422,229,-13,-927,97,0
599616042624215928,227,-90,-1007,97,0
599616042800579434,240,-18,-969,97,0
599616042976881936,271,-28,-939,97,0
599616043153153894,198,57,-971,97,0
599616043329456390,-62,38,-1082,97,0
599616043505789404,-37,3,-997,97,0
599616043682000332,32,-74,-1042,97,0
599616043858241756,-11,-107,-945,97,0
599616044034483206,104,-130,-998,97,0
599616044210694164,114,-174,-911,97,0
599616044386935588,194,-118,-1003,97,0
599616044563268622,296,-224,-890,97,0
599616044739571098,480,-240,-964,97,0
599616044915782036,477,-211,-908,97,0
599616045092023460,473,-186,-725,97,0
599616045268264910,576,-221,-890,97,0
599616045444536888,503,-267,-905,97,0
599616045620930932,388,-237,-844,97,0
599616045797263952,267,-241,-924,97,0
599616045973566428,283,-143,-969,97,0
599616046149899442,288,-68,-936,97,0
599616046326140862,304,-41,-897,97,0
599616046502321292,239,-46,-999,97,0
599616046678562726,-18,62,-1015,97,0
599616046854865232,-51,70,-999,97,0
599616047031167718,-24,59,-988,94,0
599616047207592280,-12,76,-974,94,0
599616047384016838,28,9,-1016,94,0
