599616106758220164,-73,-115,-1018,0,0
599616106934614214,65,25,-1025,0,0
599616107110886178,32,16,-957,95,0
599616107287188674,-218,18,-837,95,0
599616107463491160,-160,-116,-1003,95,0
599616107639824174,-316,-46,-958,95,0
599616107816096122,-377,-57,-1008,95,0
599616107992398618,74,-71,-1237,95,0
599616108168731632,256,-3,-871,97,0
599616108345064636,80,6,-1015,97,0
599616108521397640,99,68,-1006,97,0
599616108697791664,-53,-178,-1032,97,0
599616108874124684,-145,-170,-835,97,0
599616109050427160,-218,-263,-737,96,0
599616109226638098,62,-146,-1347,96,0
599616109403032126,106,-335,-625,96,0
599616109579426166,115,-491,-579,96,0
599616109755881226,24,-929,-635,96,0
599616109932244754,262,-1358,-593,96,0
599616110108638804,381,-1236,-765,95,0
599616110285063372,120,-980,-673,95,0
599616110461457402,47,-546,-294,95,0
599616110637759894,196,-774,-474,95,0
599616110814092908,250,-1086,-1282,95,0
599616110990395384,129,-552,-603,95,0
599616111166667342,-176,185,-558,96,0
599616111343000366,68,282,-1646,96,0
599616111519394390,-99,10,-1062,96,1
599616111695727410,69,67,-774,96,1
599616111872151962,-178,205,-636,96,1
599616112048484972,-4,-707,-929,97,1
599616112224909524,-483,-1021,-900,97,1
599616112401334082,-525,-1103,-1266,97,1
599616112577789132,309,-548,-605,97,1
599616112754152660,-129,344,-413,97,1
599616112930485690,-245,42,-740,97,2
599616113106879714,38,71,-1022,101,2
599616113283304282,-5,216,-768,101,2
599616113459667784,-62,-68,-643,101,2
599616113636000814,-308,-992,-965,101,2
599616113812364310,366,-1270,-992,101,2
599616113988727832,289,-1054,-1023,101,2
599616114165030334,-64,-247,-471,103,2
599616114341302292,-64,324,-528,103,3
599616114517665808,-132,100,-815,103,3
599616114694090386,-2,71,-896,103,3
599616114870514944,-86,201,-653,103,3
599616115046908974,-47,-51,-785,104,3
599616115223272486,-115,-819,-771,104,3
599616115399697064,-360,-1221,-1216,104,3
599616115576152114,-245,-1046,-1007,104,3
599616115752485150,-117,98,-387,104,3
599616115928970722,-228,296,-1411,104,4
599616116105395296,-10,68,-877,108,4
599616116281789326,-6,-25,-784,108,4
599616116458183366,51,226,-649,108,4
599616116634577406,-236,-315,-773,108,4
599616116810940918,402,-923,-893,108,4
599616116987273948,194,-1284,-1489,108,4
599616117163667972,20,-820,-762,113,4
599616117340031484,166,244,-278,113,4
599616117516456062,-259,432,-1260,113,5
599616117692850092,-186,49,-1127,113,5
599616117869335680,-158,94,-840,113,5
599616118045760254,-127,101,-692,116,5
599616118222245832,36,-636,-788,116,5
599616118398578858,-501,-1216,-1015,116,5
599616118574972882,-315,-1126,-1253,116,5
599616118751305902,45,-565,-509,116,5
599616118927669398,-77,341,-330,116,5
599616119104185524,-144,173,-880,119,6
599616119280762656,-86,27,-886,119,6
599616119457156708,-103,263,-752,119,6
599616119633550748,-32,63,-657,119,6
599616119809914260,-252,-1061,-869,119,6
599616119986216762,317,-1300,-1099,119,6
599616120162580268,156,-1098,-1118,122,6
599616120338882770,-201,-222,-636,122,6
599616120515185256,-63,237,-651,122,7
599616120691426686,-182,-14,-904,122,7
599616120867820740,-69,16,-845,122,7
599616121044214780,-115,306,-625,125,7
599616121220486744,-443,-266,-796,125,7
599616121396819768,-231,-1059,-1038,125,7
599616121573091716,-467,-1255,-1215,125,7
599616121749424740,-42,-1008,-672,125,7
599616121925879784,-168,156,-433,125,7
599616122102243312,-10,303,-1443,129,8
599616122278606834,-45,-32,-1016,129,8
599616122455031412,-13,136,-847,129,8
599616122631486462,34,181,-541,129,8
599616122807819498,-511,-736,-1012,129,8
599616122984213522,421,-1051,-1019,129,8
599616123160668582,313,-1122,-1284,132,8
599616123337001618,-295,-505,-625,132,8
599616123513304094,202,435,-262,132,8
599616123689667600,-111,269,-844,132,9
599616123866061650,34,198,-907,132,9
599616124042425162,19,238,-830,135,9
599616124218788684,-187,94,-643,135,9
599616124395304810,94,-826,-927,135,9
599616124571851450,-417,-1078,-1008,135,9
599616124748428572,-376,-1092,-1157,135,9
599616124925036248,355,-500,-560,135,9
599616125101613386,-159,349,-520,138,10
599616125278160042,110,194,-774,138,10
599616125454676144,10,82,-1042,138,10
599616125631222784,-32,176,-801,138,10
599616125807860962,118,110,-637,138,10
599616125984468618,-253,-857,-819,138,10
599616126160954208,272,-1291,-1145,140,10
599616126337378782,227,-1070,-957,140,10
599616126513803340,-391,-267,-568,140,10
599616126690258390,-7,310,-709,140,11
599616126866774522,-245,64,-786,140,11
599616127043229578,-102,162,-803,143,11
599616127219654162,81,204,-742,143,11
599616127396078720,-54,-5,-824,143,11
599616127572472750,-197,-929,-875,143,11
599616127748927810,-398,-1295,-1262,143,11
599616127925352394,-213,-1020,-832,143,11
599616128101837972,-291,-37,-516,144,11
599616128278323566,-122,303,-996,144,12
599616128454778632,67,-19,-823,144,12
599616128631172688,30,213,-840,144,12
599616128807566728,42,253,-642,144,12
599616128983991296,-100,-352,-634,144,12
599616129160415854,330,-984,-1017,147,12
599616129336809884,189,-1078,-1404,147,12
599616129513264944,182,-667,-717,147,12
599616129689689528,0,232,-484,147,12
599616129866083558,-182,492,-864,147,13
599616130042447070,-115,195,-1044,147,13
599616130218810592,-76,187,-722,147,13
599616130395174114,-252,-135,-682,147,13
599616130571568164,61,-730,-758,147,13
599616130747992732,-424,-1226,-1185,147,13
599616130924386762,-132,-990,-1099,147,13
599616131100780802,251,-282,-527,148,13
599616131277174842,-268,239,-481,148,13
599616131453568882,0,168,-835,148,14
599616131630023942,8,124,-901,148,14
599616131806448526,-87,197,-721,148,14
599616131982873084,135,-178,-564,148,14
599616132159328134,-5,-932,-929,149,14
599616132335783210,296,-1167,-1270,149,14
599616132512207794,188,-934,-897,149,14
599616132688693372,-220,114,-440,149,14
599616132865178966,10,656,-1649,149,14
599616133041634032,-64,166,-1084,148,15
599616133217967068,-41,148,-791,148,15
599616133394391620,-27,99,-622,148,15
599616133570755122,165,-423,-930,148,15
599616133747240720,-485,-1157,-1014,148,15
599616133923665294,-375,-1059,-1299,148,15
599616134100059324,56,-637,-491,148,15
599616134276453364,-144,246,-475,148,15
599616134452877932,93,363,-985,148,16
599616134629332982,-95,186,-1090,148,16
599616134805757566,-1,102,-763,148,16
599616134982182124,165,-55,-645,148,16
599616135158637174,-16,-735,-994,148,16
599616135335092250,312,-1273,-1332,148,16
